QuestionText,QuestionLink,Asker,Edits,QuestionsAsked,Answers,Facebook,Sex,Location,Banned,Followers,Following,,
Is it weird that I'm 14 and I only use pads?,https://www.quora.com/Is-it-weird-that-Im-14-and-I-only-use-pads,Anonymous,0,0,0,0,0,0,0,0,0,,
Is women having forgiveness attitude?,https://www.quora.com/Is-women-having-forgiveness-attitude,https://www.quora.com/profile/Esakki-Raj-3,5,1,1, , , , ,0,11, , 
What are some of the best and safe destinations in Maharashtra for a female solo traveller?,https://www.quora.com/What-are-some-of-the-best-and-safe-destinations-in-Maharashtra-for-a-female-solo-traveller,https://www.quora.com/profile/Kanchan-Samvedi,1,0,0,http://www.facebook.com/1024502764256242, ,"  Mumbai, Maharashtra, India", ,1,2, , 
What national government has the highest percentage of women in its Cabinet?,https://www.quora.com/What-national-government-has-the-highest-percentage-of-women-in-its-Cabinet,Anonymous,0,0,0,0,0,0,0,0,0,,
How dose woman produce cph4?,https://www.quora.com/How-dose-woman-produce-cph4,Anonymous,0,0,0,0,0,0,0,0,0,,
"Does wearing jewelry by men, especially a neck chain, show a sign of irresponsibility in the men in question?",https://www.quora.com/Does-wearing-jewelry-by-men-especially-a-neck-chain-show-a-sign-of-irresponsibility-in-the-men-in-question,https://www.quora.com/profile/Tee-Adams,115,4,8, , , , ,7,34, , 
Looking for a good name for a new apparel brand for men and women... any suggestions?,https://www.quora.com/Looking-for-a-good-name-for-a-new-apparel-brand-for-men-and-women-any-suggestions,https://www.quora.com/profile/Anay-Fashions,3,1,0, , , , ,0,0, , 
How is Art of Living empowering women?,https://www.quora.com/How-is-Art-of-Living-empowering-women,https://www.quora.com/profile/Bhavesh-Parekh-9,340,55,7,http://www.facebook.com/10153020853821139, ,  Panvel, ,18,49,https://www.linkedin.com/pub/bhavesh-parekh/4/279/a29,http://twitter.com/bhavesh_parekh
What eternal reward does Islam promise Muslim women?,https://www.quora.com/What-eternal-reward-does-Islam-promise-Muslim-women,https://www.quora.com/profile/Ryan-Davis-33,92,3,3,http://www.facebook.com/1499585589, ,"  Goldsboro, NC", ,36,618,http://www.linkedin.com/in/ryaneverettdavis, 
Why do some men prefer asian women?,https://www.quora.com/Why-do-some-men-prefer-asian-women,Anonymous,0,0,0,0,0,0,0,0,0,,
What's the best way for a woman to learn command presence?,https://www.quora.com/Whats-the-best-way-for-a-woman-to-learn-command-presence,Anonymous,0,0,0,0,0,0,0,0,0,,
Do women with bigger hips have smarter babies?,https://www.quora.com/Do-women-with-bigger-hips-have-smarter-babies,Anonymous,0,0,0,0,0,0,0,0,0,,
What it's like to be a young woman in technology?,https://www.quora.com/What-its-like-to-be-a-young-woman-in-technology,https://www.quora.com/profile/Kaatya-Kelly,506,17,199,http://www.facebook.com/1386910076, , , ,57,34, , 
What does it mean when you have refined facial features as a woman?,https://www.quora.com/What-does-it-mean-when-you-have-refined-facial-features-as-a-woman,https://www.quora.com/profile/Abe-Lopez-7,231,32,0, , , , ,0,0, , 
"Why do perceptions change when they describe ""successful man"" and ""successful woman""?",https://www.quora.com/Why-do-perceptions-change-when-they-describe-successful-man-and-successful-woman,Anonymous,0,0,0,0,0,0,0,0,0,,
"Who are better, Indian women or white women?",https://www.quora.com/Who-are-better-Indian-women-or-white-women,https://www.quora.com/profile/Kisna-Singh,40,1,8,http://www.facebook.com/1652213798331959, ,  New Delhi, ,0,2, , 
How can ladies be attracted to a car care center? What are the factors to be considered in establishing a female friendly car care center?,https://www.quora.com/How-can-ladies-be-attracted-to-a-car-care-center-What-are-the-factors-to-be-considered-in-establishing-a-female-friendly-car-care-center,https://www.quora.com/profile/Oduwa-Agboneni,8,1,2,http://www.facebook.com/604305868, ,"  Lagos, Nigeria", ,2,12, , 
How do women identify men who have more testosterone?,https://www.quora.com/How-do-women-identify-men-who-have-more-testosterone,Anonymous,0,0,0,0,0,0,0,0,0,,
Why does it feel like I'm a man in a mission whenever I try to talk to a woman?,https://www.quora.com/Why-does-it-feel-like-Im-a-man-in-a-mission-whenever-I-try-to-talk-to-a-woman,Anonymous,0,0,0,0,0,0,0,0,0,,
What are the best times women buy online?,https://www.quora.com/What-are-the-best-times-women-buy-online,Anonymous,0,0,0,0,0,0,0,0,0,,
What color clothes look the best on men according to women?,https://www.quora.com/What-color-clothes-look-the-best-on-men-according-to-women,Anonymous,0,0,0,0,0,0,0,0,0,,
Are men and women really as different as John Gray would have us believe?,https://www.quora.com/Are-men-and-women-really-as-different-as-John-Gray-would-have-us-believe,https://www.quora.com/profile/Ifa-Coldmen,256,5,0, , , , ,1,0, , 
"Hypothetically, if a woman a man impregnated had a miscarriage, is the man legally responsible for ""almost baby momma"" support (about US$2,000,000)?",https://www.quora.com/Hypothetically-if-a-woman-a-man-impregnated-had-a-miscarriage-is-the-man-legally-responsible-for-almost-baby-momma-support-about-US-2-000-000,Anonymous,0,0,0,0,0,0,0,0,0,,
What is the best job for a woman in the field of information technology nowadays?,https://www.quora.com/What-is-the-best-job-for-a-woman-in-the-field-of-information-technology-nowadays,Anonymous,0,0,0,0,0,0,0,0,0,,
Will feminism succeed in India?,https://www.quora.com/Will-feminism-succeed-in-India,NEED TO SCROLL MORE,0,0,0,0,0,0,0,0,0,,
"If I need to interview women that are in either life or career transitions, where would I go from here?",https://www.quora.com/If-I-need-to-interview-women-that-are-in-either-life-or-career-transitions-where-would-I-go-from-here,https://www.quora.com/profile/Shakira-Sanabria,23,1,2,http://www.facebook.com/508618183, ,"  Sacramento, CA", ,5,5, , 
Social Justice: How can I stop the sufferings women have been facing in my country (India)?,https://www.quora.com/Social-Justice/How-can-I-stop-the-sufferings-women-have-been-facing-in-my-country-India,Anonymous,0,0,0,0,0,0,0,0,0,,
"If a woman has periods every 5 to 6 months, and she is not pregnant, what could be causing this? What can she do to try to make them regular?",https://www.quora.com/If-a-woman-has-periods-every-5-to-6-months-and-she-is-not-pregnant-what-could-be-causing-this-What-can-she-do-to-try-to-make-them-regular,https://www.quora.com/profile/Annie-P-Hays,198,24,3,http://www.facebook.com/126043494406275, ,"  Ahmedabad, Gujarat, India", ,9,173, ,http://twitter.com/AnniePHays
"Why is it considered a good sex ratio when females (human) are higher in number to that of males, in India's entire population? Is it really a good sex ratio to have more females than males?",https://www.quora.com/Why-is-it-considered-a-good-sex-ratio-when-females-human-are-higher-in-number-to-that-of-males-in-Indias-entire-population-Is-it-really-a-good-sex-ratio-to-have-more-females-than-males,Anonymous,0,0,0,0,0,0,0,0,0,,
"Why do men think about women they have gone to school with, but have not seen in 5 years?",https://www.quora.com/Why-do-men-think-about-women-they-have-gone-to-school-with-but-have-not-seen-in-5-years,Anonymous,0,0,0,0,0,0,0,0,0,,
Does staring at women's cleavage come subconsciously to men without realizing how uncomfortable it makes the woman feel?,https://www.quora.com/Does-staring-at-womens-cleavage-come-subconsciously-to-men-without-realizing-how-uncomfortable-it-makes-the-woman-feel,https://www.quora.com/profile/Pooja-Singh-59,579,89,89,http://www.facebook.com/668953417, ,, ,93,148, , 
"Is there any truth to the claim that women want to have sour food (pickles) when they are pregnant? If yes, then why?",https://www.quora.com/Is-there-any-truth-to-the-claim-that-women-want-to-have-sour-food-pickles-when-they-are-pregnant-If-yes-then-why,https://www.quora.com/profile/Swagat-Siddhartha,1789,85,684,http://www.facebook.com/681859787, ,"  Mumbai, Maharashtra, India", ,769,132, ,http://twitter.com/Nathulall
Why are most women able to assess other women's physical attractiveness while most men can't do the same with other men?,https://www.quora.com/Why-are-most-women-able-to-assess-other-womens-physical-attractiveness-while-most-men-cant-do-the-same-with-other-men,https://www.quora.com/profile/Luca-Dorigo,1351,127,110, , ,  Brussels, ,10,37, , 
Aren't Hindu festivals like Karva Chauth and Rakhi demeaning to women?,https://www.quora.com/Arent-Hindu-festivals-like-Karva-Chauth-and-Rakhi-demeaning-to-women,Anonymous,0,0,0,0,0,0,0,0,0,,
What are the makeup tricks for busy women?,https://www.quora.com/What-are-the-makeup-tricks-for-busy-women,Anonymous,0,0,0,0,0,0,0,0,0,,
I notice that I influence a lot of girls around me in terms of fashion. I actually feel annoyed by this. I feel like it's sort of identity theft when they imitate me. Is this normal?,https://www.quora.com/I-notice-that-I-influence-a-lot-of-girls-around-me-in-terms-of-fashion-I-actually-feel-annoyed-by-this-I-feel-like-its-sort-of-identity-theft-when-they-imitate-me-Is-this-normal,Anonymous,0,0,0,0,0,0,0,0,0,,
"How would you feel, as a girl, if another girl was obsessed with you to the extent her dress/makeup/hobbies/interests/etc. were all aligned with yours as a result of you being under her constant observation?",https://www.quora.com/How-would-you-feel-as-a-girl-if-another-girl-was-obsessed-with-you-to-the-extent-her-dress-makeup-hobbies-interests-etc-were-all-aligned-with-yours-as-a-result-of-you-being-under-her-constant-observation,Anonymous,0,0,0,0,0,0,0,0,0,,
Why do rappers have a tendency to objectify women in their works?,https://www.quora.com/Why-do-rappers-have-a-tendency-to-objectify-women-in-their-works,Anonymous,0,0,0,0,0,0,0,0,0,,
What are the major problems which Indian rural women face even today?,https://www.quora.com/What-are-the-major-problems-which-Indian-rural-women-face-even-today,Anonymous,0,0,0,0,0,0,0,0,0,,
At what age should teen girls start wearing a bra?,https://www.quora.com/At-what-age-should-teen-girls-start-wearing-a-bra,Anonymous,0,0,0,0,0,0,0,0,0,,
Why does the Japanese government encourage Japanese house and professional women to be comfort women as a full time or part time job in Japan?,https://www.quora.com/Why-does-the-Japanese-government-encourage-Japanese-house-and-professional-women-to-be-comfort-women-as-a-full-time-or-part-time-job-in-Japan,,,,,,,,,,,,
Why do women and girls who are travelling alone come to stand in the general Delhi metro coaches which are heavily crowded with men?,https://www.quora.com/Why-do-women-and-girls-who-are-travelling-alone-come-to-stand-in-the-general-Delhi-metro-coaches-which-are-heavily-crowded-with-men,,,,,,,,,,,,
Can you use a defibrillator on a pregnant woman without hurting the fetus?,https://www.quora.com/Can-you-use-a-defibrillator-on-a-pregnant-woman-without-hurting-the-fetus,,,,,,,,,,,,
"Most of my questions, that are anti-feminist, seem to get blocked or tagged wrongly by pro-feminist and women groups on Quora. How can I avoid such blocks? Where can I complain, in addition to Quora itself?",https://www.quora.com/Most-of-my-questions-that-are-anti-feminist-seem-to-get-blocked-or-tagged-wrongly-by-pro-feminist-and-women-groups-on-Quora-How-can-I-avoid-such-blocks-Where-can-I-complain-in-addition-to-Quora-itself,,,,,,,,,,,,
What would be a useful weapon for women in a zombie apocalypse?,https://www.quora.com/What-would-be-a-useful-weapon-for-women-in-a-zombie-apocalypse,,,,,,,,,,,,
"Are there any women issues oriented organisations in Gurgaon that cater to cases related to domestic violence, specially pertaining to women from underprivileged background who don't have sufficient knowledge about the legalities and processes?",https://www.quora.com/Are-there-any-women-issues-oriented-organisations-in-Gurgaon-that-cater-to-cases-related-to-domestic-violence-specially-pertaining-to-women-from-underprivileged-background-who-dont-have-sufficient-knowledge-about-the-legalities-and-processes,,,,,,,,,,,,
What's the hardest part of being a woman?,https://www.quora.com/Whats-the-hardest-part-of-being-a-woman,,,,,,,,,,,,
Why do some women elect not to join the women's networks in their companies?,https://www.quora.com/Why-do-some-women-elect-not-to-join-the-womens-networks-in-their-companies,,,,,,,,,,,,
"Is feminism all about speaking, why not women come out of their comfort zone and prove gender equality in action?",https://www.quora.com/Is-feminism-all-about-speaking-why-not-women-come-out-of-their-comfort-zone-and-prove-gender-equality-in-action,,,,,,,,,,,,
"Is it a rule that assertive men are more attractive? If not, what are some good places to look for women who don't mind more passive men?",https://www.quora.com/Is-it-a-rule-that-assertive-men-are-more-attractive-If-not-what-are-some-good-places-to-look-for-women-who-dont-mind-more-passive-men,,,,,,,,,,,,
Why are the movies with female characters and the movies narrated from a female character's point of view directed by men?,https://www.quora.com/Why-are-the-movies-with-female-characters-and-the-movies-narrated-from-a-female-characters-point-of-view-directed-by-men,,,,,,,,,,,,
Question That Contains Assumptions: Why are Chinese women forced to have abortions if they are sterilized after having one child?,https://www.quora.com/Question-That-Contains-Assumptions-1/Why-are-Chinese-women-forced-to-have-abortions-if-they-are-sterilized-after-having-one-child,,,,,,,,,,,,
"The age of a woman is thrice that of her daughter. When the woman was 29 years old, her only son, who is three years younger than her only daughter, was born. What is the present age of her son?",https://www.quora.com/The-age-of-a-woman-is-thrice-that-of-her-daughter-When-the-woman-was-29-years-old-her-only-son-who-is-three-years-younger-than-her-only-daughter-was-born-What-is-the-present-age-of-her-son,,,,,,,,,,,,
What does feminism do to combat sexism against people who aren't women?,https://www.quora.com/What-does-feminism-do-to-combat-sexism-against-people-who-arent-women,,,,,,,,,,,,
"What are a few decent working women's hostels near Chennai, Egmore, as my girlfriend was posted to that area?",https://www.quora.com/What-are-a-few-decent-working-womens-hostels-near-Chennai-Egmore-as-my-girlfriend-was-posted-to-that-area,,,,,,,,,,,,
What are the symptoms that women feel before getting pregnant?,https://www.quora.com/What-are-the-symptoms-that-women-feel-before-getting-pregnant,,,,,,,,,,,,
What does it mean to be 53% INTJ and 47% INFJ as a female? How does this impact career/work environments?,https://www.quora.com/What-does-it-mean-to-be-53-INTJ-and-47-INFJ-as-a-female-How-does-this-impact-career-work-environments,,,,,,,,,,,,
What difficulties do women face in founding their startup?,https://www.quora.com/What-difficulties-do-women-face-in-founding-their-startup,,,,,,,,,,,,
"If I don't want to identify as a man or a woman, can I make up my own gender?",https://www.quora.com/If-I-dont-want-to-identify-as-a-man-or-a-woman-can-I-make-up-my-own-gender,,,,,,,,,,,,
Why most of the Delhi Girls have fatty ass (hips) compare to other city girls?,https://www.quora.com/Why-most-of-the-Delhi-Girls-have-fatty-ass-hips-compare-to-other-city-girls,,,,,,,,,,,,
Quotation: A man's success depends a lot on the kind of woman he chooses to have in his life. What do you make of this quote?,https://www.quora.com/Quotation-A-mans-success-depends-a-lot-on-the-kind-of-woman-he-chooses-to-have-in-his-life-What-do-you-make-of-this-quote,,,,,,,,,,,,
Why do men hug other women?,https://www.quora.com/Why-do-men-hug-other-women,,,,,,,,,,,,
I am a 21 year old woman. How can I live my life in the healthiest way?,https://www.quora.com/I-am-a-21-year-old-woman-How-can-I-live-my-life-in-the-healthiest-way,,,,,,,,,,,,
Is it the best idea to give women the role to manage household and personal finance?,https://www.quora.com/Is-it-the-best-idea-to-give-women-the-role-to-manage-household-and-personal-finance,,,,,,,,,,,,
How do Indian women struggle for a job in New York?,https://www.quora.com/How-do-Indian-women-struggle-for-a-job-in-New-York,,,,,,,,,,,,
How come Indian females usually don't drink at office parties?,https://www.quora.com/How-come-Indian-females-usually-dont-drink-at-office-parties,,,,,,,,,,,,
Where can I go shopping in Los Angeles?,https://www.quora.com/Where-can-I-go-shopping-in-Los-Angeles,,,,,,,,,,,,
Feminism: Should women have quotas in every sector? Why?,https://www.quora.com/Feminism/Should-women-have-quotas-in-every-sector-Why,,,,,,,,,,,,
Can exercise make a woman's most fertile years longer?,https://www.quora.com/Can-exercise-make-a-womans-most-fertile-years-longer,,,,,,,,,,,,
What does a female on her period do when in a swimming competition?,https://www.quora.com/What-does-a-female-on-her-period-do-when-in-a-swimming-competition,,,,,,,,,,,,
Question That Contains Assumptions: Why are non-working women more anti-feminist than anyone else?,https://www.quora.com/Question-That-Contains-Assumptions-1/Why-are-non-working-women-more-anti-feminist-than-anyone-else,,,,,,,,,,,,
"Do any men out there see household chores (cooking, cleaning, laundry, clearing clutter) as things that everyone in the household should be doing, and not just as a woman's job?",https://www.quora.com/Do-any-men-out-there-see-household-chores-cooking-cleaning-laundry-clearing-clutter-as-things-that-everyone-in-the-household-should-be-doing-and-not-just-as-a-womans-job,,,,,,,,,,,,
How can I ignore attractive women definitively for the rest of my life?,https://www.quora.com/How-can-I-ignore-attractive-women-definitively-for-the-rest-of-my-life,,,,,,,,,,,,
"If a woman is pregnant and on her way to an abortion clinic to have it aborted, and on the way is murdered along with the unborn child, why is the murderer charged with two murders? How is killing a fetus murder and not murder at the same time?",https://www.quora.com/If-a-woman-is-pregnant-and-on-her-way-to-an-abortion-clinic-to-have-it-aborted-and-on-the-way-is-murdered-along-with-the-unborn-child-why-is-the-murderer-charged-with-two-murders-How-is-killing-a-fetus-murder-and-not-murder-at-the-same-time,,,,,,,,,,,,
"Is it possible for a woman to have cancer from atypical hyperplasia of the uterus, even after she gets the uterus, the Fallopian tubes and ovaries removed and there was no cancer in the biopsy reports?",https://www.quora.com/Is-it-possible-for-a-woman-to-have-cancer-from-atypical-hyperplasia-of-the-uterus-even-after-she-gets-the-uterus-the-Fallopian-tubes-and-ovaries-removed-and-there-was-no-cancer-in-the-biopsy-reports,,,,,,,,,,,,
Why can Muslims (men and women) pray together at the Kaaba but not dine together in Saudi Arabia?,https://www.quora.com/Why-can-Muslims-men-and-women-pray-together-at-the-Kaaba-but-not-dine-together-in-Saudi-Arabia,,,,,,,,,,,,
"If a woman never has a child, will there be any negative effects on the body?",https://www.quora.com/If-a-woman-never-has-a-child-will-there-be-any-negative-effects-on-the-body,,,,,,,,,,,,
Question That Contains Assumptions: Why are there women who appeal to 90% of men but no men who appeal to 90% of women?,https://www.quora.com/Question-That-Contains-Assumptions-1/Why-are-there-women-who-appeal-to-90-of-men-but-no-men-who-appeal-to-90-of-women,,,,,,,,,,,,
Can women use men's skin products to minimize skin pores?,https://www.quora.com/Can-women-use-mens-skin-products-to-minimize-skin-pores,,,,,,,,,,,,
How were women born and why?,https://www.quora.com/How-were-women-born-and-why,,,,,,,,,,,,
What does the character of men and women include?,https://www.quora.com/What-does-the-character-of-men-and-women-include,,,,,,,,,,,,
Which women other than Draupadi in Indian mythology had polyandry?,https://www.quora.com/Which-women-other-than-Draupadi-in-Indian-mythology-had-polyandry,,,,,,,,,,,,
What do female employees of Yahoo think of Marissa Mayer's decision to take limited maternity leave?,https://www.quora.com/What-do-female-employees-of-Yahoo-think-of-Marissa-Mayers-decision-to-take-limited-maternity-leave,,,,,,,,,,,,
If I am an INTJ what personality type of woman is compatible with me?,https://www.quora.com/If-I-am-an-INTJ-what-personality-type-of-woman-is-compatible-with-me,,,,,,,,,,,,
"Should a chromosomal male transitioning to female, who is also attracted to females, use a female shower room?",https://www.quora.com/Should-a-chromosomal-male-transitioning-to-female-who-is-also-attracted-to-females-use-a-female-shower-room,,,,,,,,,,,,
How does a woman's sexual past influence her ability to bond with a new partner on a deeper level than what she had before?,https://www.quora.com/How-does-a-womans-sexual-past-influence-her-ability-to-bond-with-a-new-partner-on-a-deeper-level-than-what-she-had-before,,,,,,,,,,,,
Why is feminism so discredited even by the females?,https://www.quora.com/Why-is-feminism-so-discredited-even-by-the-females,,,,,,,,,,,,
Can women take part in war according to Indian mythology?,https://www.quora.com/Can-women-take-part-in-war-according-to-Indian-mythology,,,,,,,,,,,,
What are the most popular self improvement books for women?,https://www.quora.com/What-are-the-most-popular-self-improvement-books-for-women,,,,,,,,,,,,
Why are women seen as cowards if there are been millions who have raised children without any help?,https://www.quora.com/Why-are-women-seen-as-cowards-if-there-are-been-millions-who-have-raised-children-without-any-help,,,,,,,,,,,,
How common is it for women to find hikikomori cute?,https://www.quora.com/How-common-is-it-for-women-to-find-hikikomori-cute,,,,,,,,,,,,
Which is the best two-wheeler (for ladies) to buy in September/November 2015 in India?,https://www.quora.com/Which-is-the-best-two-wheeler-for-ladies-to-buy-in-September-November-2015-in-India,,,,,,,,,,,,
In which online store can I get plus size clothing for women?,https://www.quora.com/In-which-online-store-can-I-get-plus-size-clothing-for-women,,,,,,,,,,,,
"Why do men tend to think in boxes, while women tend to think in continuums?",https://www.quora.com/Why-do-men-tend-to-think-in-boxes-while-women-tend-to-think-in-continuums,,,,,,,,,,,,
How safe is Easton in Bristol for a young female?,https://www.quora.com/How-safe-is-Easton-in-Bristol-for-a-young-female,,,,,,,,,,,,
Why are we still harping on the word 'management' when women have proven their mettle despite all the odds?,https://www.quora.com/Why-are-we-still-harping-on-the-word-management-when-women-have-proven-their-mettle-despite-all-the-odds,,,,,,,,,,,,
"What are the best shoes (for women) to wear for high impact fitness classes, specifically Les Mills Body Attack?",https://www.quora.com/What-are-the-best-shoes-for-women-to-wear-for-high-impact-fitness-classes-specifically-Les-Mills-Body-Attack,,,,,,,,,,,,
In how many ways can a game of tennis be played from 3 men and 4 woman when each team contains one man and one woman A?,https://www.quora.com/In-how-many-ways-can-a-game-of-tennis-be-played-from-3-men-and-4-woman-when-each-team-contains-one-man-and-one-woman-A,,,,,,,,,,,,
Why do some women try to hide their navel?,https://www.quora.com/Why-do-some-women-try-to-hide-their-navel,,,,,,,,,,,,
"Do the concepts 'racism,' 'feminism,' etc., come under the word 'politics'?",https://www.quora.com/Do-the-concepts-racism-feminism-etc-come-under-the-word-politics,,,,,,,,,,,,
"Why don't white women worship Indian men, just like a lot of them seem to do towards them?",https://www.quora.com/Why-dont-white-women-worship-Indian-men-just-like-a-lot-of-them-seem-to-do-towards-them,,,,,,,,,,,,
What are some kid-friendly home decor ideas that you can do with your children?,https://www.quora.com/What-are-some-kid-friendly-home-decor-ideas-that-you-can-do-with-your-children,,,,,,,,,,,,
"I tried living a normal life, but now, all I really want is to have a free lifestyle, travel constantly and sleep with very beautiful women on a regular basis. What are some ways to achieve this?",https://www.quora.com/I-tried-living-a-normal-life-but-now-all-I-really-want-is-to-have-a-free-lifestyle-travel-constantly-and-sleep-with-very-beautiful-women-on-a-regular-basis-What-are-some-ways-to-achieve-this,,,,,,,,,,,,
Can you only get pregnant during ovulation?,https://www.quora.com/Can-you-only-get-pregnant-during-ovulation,,,,,,,,,,,,
Is face and neck shaving (with a razor) a taboo for Indian women?,https://www.quora.com/Is-face-and-neck-shaving-with-a-razor-a-taboo-for-Indian-women,,,,,,,,,,,,
How many women make over 100k/year?,https://www.quora.com/How-many-women-make-over-100k-year,,,,,,,,,,,,
Grammar: What's the proper way: woman or women?,https://www.quora.com/Grammar/Whats-the-proper-way-woman-or-women,,,,,,,,,,,,
What is a description of women's ethnic clothing?,https://www.quora.com/What-is-a-description-of-womens-ethnic-clothing,,,,,,,,,,,,
Has anyone ever groped women intentionally and gotten away with it?,https://www.quora.com/Has-anyone-ever-groped-women-intentionally-and-gotten-away-with-it,,,,,,,,,,,,
"What does ""objectification of women in media"" really mean?",https://www.quora.com/What-does-objectification-of-women-in-media-really-mean,,,,,,,,,,,,
Is it safe for women to find a job abroad?,https://www.quora.com/Is-it-safe-for-women-to-find-a-job-abroad,,,,,,,,,,,,
What should women know by the age of 30?,https://www.quora.com/What-should-women-know-by-the-age-of-30,,,,,,,,,,,,
How much money is needed for a single woman to survive in Hyderabad?,https://www.quora.com/How-much-money-is-needed-for-a-single-woman-to-survive-in-Hyderabad,,,,,,,,,,,,
What will happen if a woman's brain is transplanted into a man's body?,https://www.quora.com/What-will-happen-if-a-womans-brain-is-transplanted-into-a-mans-body,,,,,,,,,,,,
What should I do if I get pregnant at 19-years-old?,https://www.quora.com/What-should-I-do-if-I-get-pregnant-at-19-years-old,,,,,,,,,,,,
"Why do most men/women usually wear blue shirts when it comes to ""formal wear""?",https://www.quora.com/Why-do-most-men-women-usually-wear-blue-shirts-when-it-comes-to-formal-wear,,,,,,,,,,,,
What is it like to work with Chanda Kochhar? She comes across as a humble and an understated person in photos. How is she in real life?,https://www.quora.com/What-is-it-like-to-work-with-Chanda-Kochhar-She-comes-across-as-a-humble-and-an-understated-person-in-photos-How-is-she-in-real-life,,,,,,,,,,,,
What song best describes what it's like to be a man that a woman would understand?,https://www.quora.com/What-song-best-describes-what-its-like-to-be-a-man-that-a-woman-would-understand,,,,,,,,,,,,
What song best describes what it's like to be a woman that a man would understand?,https://www.quora.com/What-song-best-describes-what-its-like-to-be-a-woman-that-a-man-would-understand,,,,,,,,,,,,
Are Indians on Quora biased towards women?,https://www.quora.com/Are-Indians-on-Quora-biased-towards-women,,,,,,,,,,,,
"In this world, why do we trust women over men?",https://www.quora.com/In-this-world-why-do-we-trust-women-over-men-2,,,,,,,,,,,,
Has there ever been a female chief of staff?,https://www.quora.com/Has-there-ever-been-a-female-chief-of-staff,,,,,,,,,,,,
How is the Institute of Obstetrics and Gynaecology & the Government Hospital for Women and Children at Chennai?,https://www.quora.com/How-is-the-Institute-of-Obstetrics-and-Gynaecology-the-Government-Hospital-for-Women-and-Children-at-Chennai,,,,,,,,,,,,
Should women shave their legs?,https://www.quora.com/Should-women-shave-their-legs,,,,,,,,,,,,
Is it possible to have a period and be pregnant?,https://www.quora.com/Is-it-possible-to-have-a-period-and-be-pregnant,,,,,,,,,,,,
"After the Jasleen Kaur incident case, should the rights of women which can affect men in the future be withdrawn?",https://www.quora.com/After-the-Jasleen-Kaur-incident-case-should-the-rights-of-women-which-can-affect-men-in-the-future-be-withdrawn,,,,,,,,,,,,
What should women know by the age of 22?,https://www.quora.com/What-should-women-know-by-the-age-of-22,,,,,,,,,,,,
What are some books that argue against feminism?,https://www.quora.com/What-are-some-books-that-argue-against-feminism,,,,,,,,,,,,
What are some of the hottest images of women in bikinis?,https://www.quora.com/What-are-some-of-the-hottest-images-of-women-in-bikinis,,,,,,,,,,,,
"Why are female music artists held up as role models for the cause of feminism, sexuality, empowerment, etc.?",https://www.quora.com/Why-are-female-music-artists-held-up-as-role-models-for-the-cause-of-feminism-sexuality-empowerment-etc,,,,,,,,,,,,
What contemporary monologues are the best for a strong female lead?,https://www.quora.com/What-contemporary-monologues-are-the-best-for-a-strong-female-lead,,,,,,,,,,,,
"Who are the biggest wasters, men or women?",https://www.quora.com/Who-are-the-biggest-wasters-men-or-women,,,,,,,,,,,,
Are there any female 1% motorcycle clubs?,https://www.quora.com/Are-there-any-female-1-motorcycle-clubs,,,,,,,,,,,,
Why does my girlfriend smell like she's always on her period?,https://www.quora.com/Why-does-my-girlfriend-smell-like-shes-always-on-her-period,,,,,,,,,,,,
"What is it like for girls being in an armbar? Is it tight on your body, and can you move when you're in it?",https://www.quora.com/What-is-it-like-for-girls-being-in-an-armbar-Is-it-tight-on-your-body-and-can-you-move-when-youre-in-it,,,,,,,,,,,,
Why are women shorter than men?,https://www.quora.com/Why-are-women-shorter-than-men,,,,,,,,,,,,
What classes in college am I likely to find the most attractive women?,https://www.quora.com/What-classes-in-college-am-I-likely-to-find-the-most-attractive-women,,,,,,,,,,,,
What are the main differences between prisons for men and women?,https://www.quora.com/What-are-the-main-differences-between-prisons-for-men-and-women,,,,,,,,,,,,
Are There Any Humans Who Do X?: Is a trans woman a feminist?,https://www.quora.com/Are-There-Any-Humans-Who-Do-X/Is-a-trans-woman-a-feminist,,,,,,,,,,,,
"What would women rather be born like, beautiful and middle class or filthy rich and mediocre looking?",https://www.quora.com/What-would-women-rather-be-born-like-beautiful-and-middle-class-or-filthy-rich-and-mediocre-looking,,,,,,,,,,,,
Why do women touch my legs when they talk to me?,https://www.quora.com/Why-do-women-touch-my-legs-when-they-talk-to-me,,,,,,,,,,,,
Why does society think it's wrong to objectify women but not men?,https://www.quora.com/Why-does-society-think-its-wrong-to-objectify-women-but-not-men,,,,,,,,,,,,
What happens after menopause? Are there any disadvantages?,https://www.quora.com/What-happens-after-menopause-Are-there-any-disadvantages,,,,,,,,,,,,
Why is Western wear more comfortable for women than Indian wear?,https://www.quora.com/Why-is-Western-wear-more-comfortable-for-women-than-Indian-wear,,,,,,,,,,,,
"I'm a girl with fine black hairs all over my breasts, stomach, lower back, and buttocks. Is this normal?",https://www.quora.com/Im-a-girl-with-fine-black-hairs-all-over-my-breasts-stomach-lower-back-and-buttocks-Is-this-normal,,,,,,,,,,,,
Why can't women be Catholic Priests?,https://www.quora.com/Why-cant-women-be-Catholic-Priests,,,,,,,,,,,,
"Is it good for a woman to become housewife, if she is not statisfied with her job as a developer in IT firm?",https://www.quora.com/Is-it-good-for-a-woman-to-become-housewife-if-she-is-not-statisfied-with-her-job-as-a-developer-in-IT-firm,,,,,,,,,,,,
